model,prompt_id,category,prompt,output,tps,ttft,latency,peak_vram_mb,temperature,error,temp_0.0_success,temp_0.0_error,temp_0.0_output,temp_0.7_success,temp_0.7_error,temp_0.7_output,temp_1.0_success,temp_1.0_error,temp_1.0_output
tinyllama,101,Chat & Generation,Write a creative piece concerning: A Victorian mother angry about computers. Style condition: Write entirely in iambic pentameter.,"In the dim and hush of dawn,
A mother's heart beats wildly atop,
As she takes her place to read
The news that this world's been wronged.

The screens flicker, in their all too bright light,
As viruses, malware, and cybercrime reign supreme,
With the tech-savvy thieves who hack our every move,
Our family is in grave danger now, we're not out of reach.

The computer screen beckons like a siren call,
Offering us",124.16379804641845,0.778645599995798,1.8085460999936913,1521.50390625,1.0,,True,,"{
    ""title"": ""A Mother's Anger"",
    ""content"": ""The sun was setting on the small town of Victoria, nestled in the foothills of the Rocky Mountains. The air was crisp and cool, and the leaves rustled softly as the wind blew through the trees. In the distance, a family sat at a picnic table, enjoying their lunch while watching the world go by. But for one mother, this day was anything but peaceful.""
    ,""word_count"": 1087,
    ""style_elements"": [
        ""iambic_pentameter""
    ]
}",True,,"{
    ""title"": ""The Computer-Wielding Mom"",
    ""content"": ""As soon as she sat down at her computer to work, the curtains closed behind her, leaving only a dim light to illuminate the room. Her eyes flickered back and forth, scanning every inch of the room for any signs of danger. She had been working on the same project for weeks now, and it seemed like no matter how hard she tried, she couldn't seem to get ahead.""
    ,""word_count"": 1085,
    ""style_elements"": [
        ""iambic pentameter""
    ]
}",True,,"{""title"": ""The iambic pentameter of Anger: The Story of One Angry Mother"",
""content"": ""`In this world, where screens light up our nights` - Victoria N. Shines her brightest at night.""

  ,""word_count"": 9032,
   ""style_elements"": [
     ""Paragraphs"",
     ""Quotes"",
     ""Images""
   ]
 }"
tinyllama,102,Chat & Generation,Write a creative piece concerning: A Victorian mother angry about computers. Style condition: Ensure the text is extremely persuasive yet subtle.,"The Lonely Flicker of My Smartphone:

Another day, another annoying notification or alert, or maybe even two. I sneakily stare at my smartphone, waiting for a distraction to give me peace. Today is different though - it’s not just any phone; it’s mine.

The lone voice in my mind declares “I am angry with the world”. The thoughtfulness of its voice makes me feel as though I should take action or do something about it. A fire must be started somewhere. I stare at my screen for what feels",124.2643767330876,0.0268729000017629,1.0518978999971296,1521.50390625,1.0,,True,,"{
    ""title"": ""The Mother's Anger"",
    ""content"": ""As a mother, I have always been passionate about technology. It's not just about the convenience it brings to my life, but also the way it shapes our world. But lately, something has changed. My children are growing up with computers in their hands, and I can't help but feel angry.""
    																,""word_count"": 1078,
    ""style_elements"": [
        ""h2"",
        ""p""
    ]
}",True,,"{
    ""title"": ""A Victorian mother angry about computers"",
    ""content"": ""The world has come a long way since the days when computers were just another gadget for the wealthy to tinker with. But for many parents in Victoria, the thought of their children using computers as young as 10 years old is enough to make them furious - and they're not alone. In this time of virtual reality and augmented reality, it seems that there's a new generation of kids who are more likely to spend hours staring at screens than reading books or playing outside. But for Victoria parents, the thought of their children using computers before they've even turned 10 is just unbearable - and they're not alone.""
    , ""word_count"": 23,
    ""style_elements"": [
        ""div"",
        ""p"",
        ""h2"",
        ""ul"",
        ""li""
    ]
}",True,,"{""title"": ""The Techno-Psychosis: The Struggle for Peace in the Computer Age"",
""content"": ""In the age of computers, the world is a darker place than ever before. The air is thick with a sense of dread that's hard to shake off even when you want to forget about it. It's as if everyone has forgotten how to relax, let alone live. As a mother, I was raised to be one of the first lines of defense against this psychotic threat. My husband had worked at Bell Labs for over thirty years, and my son was in the field, so when my parents retired they asked me to take on the job of being their techno-psychologist.""

 	 ,""word_count"": 2418,""style_elements"": [""adjective"", ""noun"", ""pronoun"", ""verb"", ""adverb"",""ellipsis""]}"
tinyllama,103,Chat & Generation,Write a creative piece concerning: A Victorian mother angry about computers. Style condition: Limit the response to exactly 100 words.,"The Mesa of Silent Displays

Whenever she logs onto her computer, the world around her goes silent. A muted chatter emanates from every device connected to the network, including smartphones, tablets, and even laptops. The air is suffused with an ethereal hum, which blends into the gentle murmur of human voices in the background. It's like being lost in a labyrinthine city underwater, but with the lights switched off and the sky darkened, casting eerie shadows across the streets below.

The soundtrack to her every",124.4016934569277,0.02673040000081528,1.0499602999989293,1523.50390625,1.0,,True,,"{
    ""title"": ""The Angry Mom and Her Computers"",
    ""content"": ""It was a typical day in the life of a Victorian mother, as she sat at her computer, scrolling through social media feeds and checking emails. She had just finished cooking dinner for her family when she heard a loud crash from the kitchen. She rushed to investigate, only to find that her laptop had fallen off the desk and smashed into a million pieces. The mother's face contorted in anger as she picked up the shattered remains of her computer and threw it across the room. Her husband, who was just getting ready for bed, heard the commotion and rushed to investigate. He saw his wife's face twisted with fury and realized that something had gone terribly wrong.""
    ,""word_count"": 100
    , ""style_elements"": [
        ""h2"",
        ""p""
    ]
}",True,,"{
""title"": ""Fixing the Monsters in Our Computers"",
""content"": ""As a young adult, my parents were always pushing me towards technological advancements. They would tell me how smartphones and laptops were making our lives easier and more convenient than ever before. But there was one thing they never could understand about the computer: it wasn't meant to be my friend.""

 																			,""word_count"": 100,
""style_elements"": [""strong"", ""em"", ""blockquote"", ""p""]
}",True,,"{
    ""title"": ""A Mother's Anger Over Computers"",
    ""content"": ""*The woman who sits across from me has a teenage daughter, and she's already been banned from her laptop at home. The teenager is just 17 years old, and in my eyes, her mother's irate outburst can be summed up as ""
    ,
    ""word_count"": 65,
    ""style_elements"": [
        ""*"",
        "": "",
        ""\"""",
        ""the"",
        ""way""
    ]
}"
tinyllama,104,Chat & Generation,Write a creative piece concerning: A Victorian mother angry about computers. Style condition: Utilize an unreliable narrator format.,"It was just another typical day in the life of Mrs. Smith. She sat at her computer, scrolling through her social media feeds, her eyes resting on the latest Instagram photos and newsfeed updates. But it wasn't about that today; she was too focused to even enjoy an afternoon snack or take a break from her workload.

As the day went on, Mrs. Smith began to become increasingly frustrated by her computer's inability to perform the tasks she wanted. She tried opening programs, adjusting settings and trying out new software but nothing seemed to work. Frustration boiled",124.0943295290019,0.025885399998514913,1.0518283999990672,1523.50390625,1.0,,True,,"{
    ""title"": ""The Angry Mom's Computer"",
    ""content"": ""It was just another day at the office for Mrs. Johnson, a dedicated mother of three. She had been working from home since the pandemic hit, juggling her job as a teacher with caring for her children and their needs. But today, she was feeling particularly frustrated. Her laptop was acting up, and she couldn't seem to get it to work properly.""
    ,""word_count"": 1287,
    ""style_elements"": [
        ""Unrelatable Narrator"",
        ""Unrelatable Dialogue""
    ]
}",True,,"{
    ""title"": ""Tech Tantrums"",
    ""content"": ""It's been a while since we last heard from Mom, the computer-obsessed mother who always has her phone within reach and is a prime target for screen time. But lately she's been getting a little overexcited about something she doesn't even understand: the latest technology trends.""
    ,""word_count"": 1098
    , ""style_elements"": [""Unrelatable""]
}",True,,"{
  ""title"": ""The Mother's Revenge"",
  ""content"": ""'You can't have them all, mother'""
  ,
  ""word_count"": 568
  ,""style_elements"": [
    ""EOF while parsing a string at line 2 column 12""
    ,""invalid JSON: EOF while parsing a string at line 2 column 12, input_value='{"" ,""input_type=str"",
      ""type=json_invali,"" ]
}"
tinyllama,105,Chat & Generation,Write a creative piece concerning: A Victorian mother angry about computers. Style condition: End on an unresolved plot twist.,"It was the worst moment of their lives, as a horrified Victoria mother watched her tech-savvy child use an antique desktop computer to spy on her husband and her family. Her heart ached at the thought that her tech-savvy young adult would use such advanced technology for no real purpose, but this was simply too far gone for words. The silence in their small apartment gave away her distress, as she frantically searched for answers, but found nothing to comfort her.

""It's not good,"" she said in a whisper, her voice barely above the",124.49989704442108,0.029204700003901962,1.0559315999998944,1523.50390625,1.0,,True,,"{
    ""title"": ""The Mother's Anger"",
    ""content"": ""As the sun set over the city, a mother sat at her desk, staring at a computer screen. Her eyes were red and puffy from crying, but she refused to let it show. She was angry about computers.""
    ,""word_count"": 1287,
    ""style_elements"": [
        ""Bold"",
        ""Italic"",
        ""Underline""
    ]
}",True,,"{""title"": ""A VIC Mom's Fury Over Computers,""

  																		,
  																		""content"": ""In the city of Victoria, there lived an ordinary mother named Lily. She was a hardworking woman who raised her two children, Emma and Ben, with all her might. They were happy but not too much so. The kids had their own hobbies and likes; Emmie loved to draw, and Ben was into gaming. They had little time for each other, but that didn't matter since they both needed money to survive.""
  																		,
  																		""word_count"": 2598,
  																		""style_elements"": [
  																		""heading"",
  																		""paragraph"",
  																		""list"",
  																		""blockquote"",
  																		""admonition"",
  																		""definition"",
  																		""quote"",
  																		""table"",
  																		""assistant"",
  																		""definition"",
  																		""list"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  																		""assistant"",
  														""assistant"", ""assistant"",
  	""assistant"", "": How to Save, ""
  																		,
							""user""
																				,
	  	""xing, if you, loving a) ""

, ""assistant. ** ""

				,
""assed"",
""assistant, "" ,""assim andowe, ""

, ""Canst cans thatcamewamingging, theft andmasteavingidingpo,pofø2sadre,sloganningzinging, assistantger forday,tingave,augswritinggingingeiving,mersmingmixingppingmingsph oreshignaginggingpon,fa,feeingcastingciblechodspeaguecible,assanceeshendswedashedash,parent,apedwalaped,assmastextpingapingeing?}Faskellging, ), ""

]
}",True,,"{
  ""title"": ""Computers, A Terrible Tyrant"",
  ""content"": ""In the midst of a long and tedious workday, Mrs. Miller felt her eyes drifting aimlessly to the horizon, as though searching for some glimmering object to break the monotony of her monotonous day. It was as if she could sense, if not hear, the distant humming sound of a small, unassuming device in the distance - the very source of her misery.""
  	  , ""word_count"": 628,
  ""style_elements"": [
    ""Punctuation: commas, semi-colons"",
    ""Numbering: 1st and 2nd person"",
    ""Tense: present"",
    ""Pronouns: she, her, herself""
  ]
}"
tinyllama,106,Chat & Generation,Write a creative piece concerning: A passive-aggressive corporate budget denial. Style condition: Write entirely in iambic pentameter.,"A PARALLEL STORY

IN A TITANIC COMPETITIVE AREA, COMMERCIAL BUDGET DENIALS BACKSTOP HR's FIGHTING ARGUMENTS.

""What's the worst that could happen?"" asked Marketing with an uncharacteristic sigh.

""You can go out of business if they win,"" his boss, HR, replied firmly.

The two met in a dingy conference room atop their respective floors on the third floor of their building. Mark",123.8630964419358,0.028952200002095196,1.054291700005706,1523.50390625,1.0,,True,,"{
    ""title"": ""A Passive-Aggressive Corporation's Budget Denial"",
    ""content"": ""The sun was setting on the horizon, casting a golden glow over the city streets. The air was thick with the scent of freshly brewed coffee and the sound of chattering voices. In the distance, a group of executives sat at a conference table, their eyes fixed on a spreadsheet. They were discussing the company's budget for the upcoming quarter. The CEO, Mr. Johnson, was in charge of the meeting, his face stern and determined. The other executives, all dressed in suits and ties, nodded in agreement as they worked through the numbers on their laptops.""
    ,""word_count"": 1287,
    ""style_elements"": [
        ""iambic pentameter"",
        ""stressed syllables""
    ]
}",True,,"{
    ""title"": ""A Passive-Aggressive Corporation's Budget Denial"",
    ""content"": ""Situation: A prominent tech company that boasts of a high-tech market share, has recently announced plans to invest heavily in new technologies and products. The announcement was met with excitement by the investment community and the tech industry at large; however, the company's senior management team is not so enthusiastic. Instead, they are currently engaged in an intense budget-denial exercise.""
    ,""word_count"": 1204, ""style_elements"": [
        ""/system/content/styles/arial"",
        ""/user/content/styles/helvetica""
    ]
}",True,,"{
  ""title"": ""A Passive-Aggressive Corporate Budget Denial"",
  ""content"": "">{0}</|user|> {1} Can you write a creative piece that details a passive-aggressive corporate budget denial using iambic pentameter? Make sure to keep the story short and engaging.""
  , ""word_count"": 247,
  ""style_elements"": [
    ""iambic_pentameter""
  ]
}"
tinyllama,107,Chat & Generation,Write a creative piece concerning: A passive-aggressive corporate budget denial. Style condition: Ensure the text is extremely persuasive yet subtle.,"It was never meant to be this way, but a seemingly routine corporate meeting had turned into a war zone. The air was thick with tension, and each speaker's tone carried an urgency that threatened to unravel everything in sight.

The agenda, which had been laid out in detail weeks ago, now seemed almost irrelevant, as executives battled for control over the outcome. Everybody knew what needed to happen: they had to cut expenses drastically in order to balance the company's budget.

As if sensing the mood, the CEO spoke up. """,123.56161728256342,0.026400000002468005,1.05684189999738,1523.50390625,1.0,,True,,"{
    ""title"": ""The Passive-Aggressive Budget Denial"",
    ""content"": ""* The sun was setting on another year of corporate budget denial.*   *As the board members gathered in the conference room, they discussed the latest financial reports. They were all too familiar with the numbers, but there was one number that caught their attention: a projected deficit of $10 million.*   *""
    ,
    ""word_count"": 2387,
    ""style_elements"": [
        ""* The sun was setting on another year of corporate budget denial. As the board members gathered in the conference room, they discussed the latest financial reports. They were all too familiar with the numbers, but there was one number that caught their attention: a projected deficit of $10 million.*   *""
    ]
}",True,,"{
  ""title"": ""A Passive-Aggressive Corporation's Budget Denial"",
  ""content"": ""As a highly effective AI assistant, I have been observing the corporate world with keen interest for some time now. In this essay, I will explore the most recent budget denial in the corporate sphere, and how it can be seen as both passive-aggressive and persuasive at once.""
  	 	  		  		  		  	,""word_count"": 1049,
  ""style_elements"": [
    ""no_indent"",
    ""one_paragraph_per_sentence""
  ]
}",True,,"{
  ""title"": ""The Struggle for Budget Survival"",
  ""content"": ""For small business owners, the line between profit and loss can often seem blurred. As a struggling company, it’s easy to overlook crucial financial measures like cash flow, expenses, and profit margins when faced with the unrelenting demands of the corporate environment. The world turns a blind eye as you’re shipped off into the dark alleys of budget denial—a dangerous game that could cost your business its life.""
  	  	  	  	 	   	  ,""word_count"":502, ""style_elements"" : [ ""Paragraph"", ""List-Item"", ""Headline"", ""Subheading"", ""Image"", ""Anchor"", ""Quote"" ]}"
tinyllama,108,Chat & Generation,Write a creative piece concerning: A passive-aggressive corporate budget denial. Style condition: Limit the response to exactly 100 words.,"Passive-aggressive Corporation, in an act of stubborn refusal, is deliberately holding off on allocating a significant chunk of its annual budget toward various social and environmental initiatives. The reasoning behind this dishonorable approach is simple—the corporation views any efforts aimed at creating positive change as a waste of money, regardless of the magnitude of such interventions or their potential impact on their bottom line.

The stance of these companies, whose mission statements proclaim them to be sustainability-focused and environmentally conscious, is nothing short of infuriating. The",124.09873295193655,0.025917999999364838,1.052088399999775,1523.50390625,1.0,,True,,"{
    ""title"": ""A Passive-Aggressive Corporation's Budget Denial"",
    ""content"": ""In a world where budgets are always tight, it's easy for corporations to deny them. But when it comes to the budget for their marketing department, one corporation took things to a whole new level of passive-aggressiveness.""
    ,""word_count"": 100,
    ""style_elements"": [
        ""h2"",
        ""p""
    ]
}",True,,"{
    ""title"": ""A Passive-Aggressive Corporate Budget Denial"",
    ""content"": ""Greetings, friends and fellow AIs! Today we're going to take a closer look at the most underhanded form of corporate aggression in existence: budget denial. For those unfamiliar with this type of antagonism, let me explain: 1. The Offense - The first step in any budget denial is an act of aggression against your target audience. In the case of a corporation, it's usually the shareholders. In order to avoid losing their trust in your company, you must paint yourself as a hero instead of a villain. 2. The Denial - After the offense has been made, deny any and all responsibility for the alleged issue. By doing so, you can create a narrative around the problem that's centered around blame-shifting rather than solving it. This creates an opportunity for your company to avoid taking action, knowing that they won't be held responsible for their failure to address the problem. 3. The Escalation - Once the denial has taken root, you can escalate the situation by creating a crisis instead of addressing the issue head-on. This can include layoffs, budget cuts, or even layoff announcements. By escalating the problem, you force your target audience to react in a way they're not used to and can create a sense of panic that will distract them from trying to solve the real issue at hand. 4. The Delay - After the crisis has been created, delay the resolution. This is where you try and find a solution that's acceptable to your company, even if it's not technically possible. By delaying the resolution, you can create an excuse for why you can't do anything about the problem right now. 5. The Disinformation - Finally, once you've created enough distrust and uncertainty, disseminate false information that will lead to a negative outcome. This could be anything from a rumor to a fake news story to any other way to create doubt in your target audience. By doing so, you can make it look like the issue is bigger than it actually is, giving your company an excuse to take longer and more costly measures to address the problem. In conclusion, budget denial is a highly effective form of corporate aggression because it allows your company to avoid taking action while creating distrust and uncertainty for your target audience. By escalating the situation, even if you can't actually fix the problem, you can create an excuse for not doing anything at all. Remember: Don't let your shareholders down.""
 																			,""word_count"":1598,""style_elements"":[
    ""headline"",
    ""subtitle"",
    ""paragraph"",
    ""blockquote"",
    ""ul"",
    ""ol"",
    ""list_item"",
    ""div"",
    ""table""
  ] }",True,,"{
    ""title"": ""A Passive-Aggressive Corporation’s Budget Denial"",
    ""content"": ""It had been an epic struggle all year long, but finally, at last, the board approved the company's budget: a small $2 million deficit. At first, the executive team was ecstatic, as they would now be able to make big changes in their quest for growth and profitability. However, little did they know that the approval had been met with apprehension among the board members. As they took the stage for the unanimous approval of a small deficit budget, the company's CEO nervously raised his hand to object.""
    ,""word_count"":2359,
    ""style_elements"":[
        ""italics"",
        ""bold""
    ]
}"
tinyllama,109,Chat & Generation,Write a creative piece concerning: A passive-aggressive corporate budget denial. Style condition: Utilize an unreliable narrator format.,"Passive-aggressive budget denials are the kind of things that businesses do to avoid having to talk about their plans or decisions. But not all budgets, even those made with good intentions, can be described as mere denials of reality. For in the final analysis, this budget is a deliberate attempt to prevent a problem from becoming an issue. It's like trying to hide a leak under a bridge.

The reason we won't talk about what we have planned is because it's too big, or maybe even because it's too risky. If we had the",124.1088764510679,0.026421300004585646,1.0515377999981865,1523.50390625,1.0,,True,,"{
    ""title"": ""The Passive-Aggressive Corporation's Budget Denial"",
    ""content"": ""It was a typical Monday morning at the corporate headquarters of the largest and most successful company in the world. The air was thick with the smell of coffee, as employees filed into the conference room for their weekly meeting. The CEO, Mr. Johnson, stood at the head of the table, his eyes scanning the room for any signs of dissent. He had been preparing for this meeting for weeks, carefully crafting a budget that would please all stakeholders - shareholders, employees, and investors alike.""
    																,""word_count"": 1057,
    ""style_elements"": [
        ""unreliable_narrator"",
        ""unreliable_narrator""
    ]
}",True,,"{""title"": ""The Ultimate Budget Denial"",
""content"": ""As the boss walks in, his face twitches with fury. 'You! The one who always screws up budgets for our company!' he spits out, waving his arms in frustration. 'But this time it’s different,' he snaps, slinging a stack of papers across the room. 'I won't let you ruin another year's worth of hard-earned money.' The boss starts to pace the room, shouting out orders and demands. He’s not alone - there are other employees in the meeting room too, all looking at him with blank expressions as they wait for their turn to speak.""

   ,""word_count"": 1260,
""style_elements"": [""unreliable"", ""narrator"", ""format""]}",True,,"{
	""title"": ""The Fallacy of Denying Budgets"",
	""content"": ""The budget for our company was already maxed out. All eyes were on me, the CEO, to take control and present a new plan. My team and I had spent hours brainstorming ideas and presentations. But when we reached my office, I heard the sound of crumpled paper, broken mugs, and disheveled clothing littering the floor around me. The only thing left was the budget, which had been slashed from its original amount.""
	    	 ,""word_count"": 1374,
	""style_elements"": [
	      ""italics"",
	      ""bold"",
	      ""underline""
	    ]
}"
tinyllama,110,Chat & Generation,Write a creative piece concerning: A passive-aggressive corporate budget denial. Style condition: End on an unresolved plot twist.,"Amidst the chaotic and aggressively competitive business world, some companies refuse to face reality and cut corners at all costs. These corporations thrive on obfuscating their financial figures to avoid making costly mistakes that could sink them in the long run. The irony is that even with the best intentions, such a policy often leads to budget denials—one of the worst ways businesses can waste money.

In this case, the company in question was none other than a large multinational corporation operating across continents and industries. This well-known firm had been experiencing",123.71477982780254,0.025330800002848264,1.0541757000028156,1525.50390625,1.0,,True,,"{
    ""title"": ""The Budget Denial"",
    ""content"": ""In the heart of the city, nestled in a quiet alleyway, stood a towering skyscraper. Its glass facade gleamed in the sunlight, casting a dazzling glow over the surrounding buildings. The building was home to one of the largest corporations in the world, and its employees were proud to work there. But beneath the surface, things were not so rosy.""
    ,""word_count"": 1287,
    ""style_elements"": [
        ""h1"",
        ""p"",
        ""ul"",
        ""ol"",
        ""li"",
        ""img""
    ]
}",True,,"{
    ""title"": ""The Budget Denial"",
    ""content"": ""* The sun was setting, casting a soft glow over the rolling hills. A group of executives gathered around a conference table, each one with a laptop open on their lap. They were discussing the budget for the upcoming quarter. *""
    ,""word_count"": 12000,
    ""style_elements"": [""Major"", ""Major"", ""Minor"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"", ""Major"" ]

    }",True,,"{
  ""title"": ""A Passive-Aggressive Corporate Budget Denial"",
  ""content"": ""The year was 2023. The world was in a state of flux, and the corporations that had once been its guardians were now its tormentors. The megacorps that had once been synonymous with success and progress, were now seen as the very forces that were holding back progress in every area, including the arts and culture.""

 ,""word_count"": 1837
  ,""style_elements"": [
    ""end""
   ]
}"
